2|40|21.11.2016 23:56:17
2|81|21.11.2016 23:56:17
3|80|21.11.2016 23:56:18
5|78|21.11.2016 23:56:25
6|179|21.11.2016 23:56:28
6|116|21.11.2016 23:56:28
6|204|21.11.2016 23:56:28
8|198|21.11.2016 23:56:37
8|5|21.11.2016 23:56:37
9|188|21.11.2016 23:56:38
9|103|21.11.2016 23:56:38
11|109|21.11.2016 23:56:44
11|9|21.11.2016 23:56:45
11|45|21.11.2016 23:56:45
12|156|21.11.2016 23:56:46
13|113|21.11.2016 23:56:46
13|93|21.11.2016 23:56:47
13|185|21.11.2016 23:56:47
14|176|21.11.2016 23:56:48
14|153|21.11.2016 23:56:48
17|202|21.11.2016 23:56:55
17|59|21.11.2016 23:56:56
19|92|21.11.2016 23:57:00
19|41|21.11.2016 23:57:00
19|42|21.11.2016 23:57:00
22|36|21.11.2016 23:57:08
23|193|21.11.2016 23:57:08
23|70|21.11.2016 23:57:09
24|154|21.11.2016 23:57:09
25|19|21.11.2016 23:57:16
25|120|21.11.2016 23:57:16
27|132|21.11.2016 23:57:18
28|194|21.11.2016 23:57:18
28|181|21.11.2016 23:57:19
29|62|21.11.2016 23:57:20
29|108|21.11.2016 23:57:20
29|123|21.11.2016 23:57:21
30|46|21.11.2016 23:57:21
30|95|21.11.2016 23:57:21
31|20|21.11.2016 23:57:26
31|112|21.11.2016 23:57:26
34|152|21.11.2016 23:57:28
34|34|21.11.2016 23:57:29
34|136|21.11.2016 23:57:29
34|135|21.11.2016 23:57:29
35|173|21.11.2016 23:57:29
36|84|21.11.2016 23:57:31
39|33|21.11.2016 23:57:41
40|119|21.11.2016 23:57:42
40|114|21.11.2016 23:57:43
46|37|21.11.2016 23:57:58
47|22|21.11.2016 23:57:59
48|142|21.11.2016 23:58:00
49|139|21.11.2016 23:58:01
49|107|21.11.2016 23:58:01
50|105|21.11.2016 23:58:02
52|29|21.11.2016 23:58:07
52|106|21.11.2016 23:58:07
53|205|21.11.2016 23:58:08
54|134|21.11.2016 23:58:08
55|138|21.11.2016 23:58:10
56|150|21.11.2016 23:58:10
56|197|21.11.2016 23:58:11
58|125|21.11.2016 23:58:12
58|88|21.11.2016 23:58:13
59|189|21.11.2016 23:58:14
59|141|21.11.2016 23:58:14
60|66|21.11.2016 23:58:15
61|149|21.11.2016 23:58:18
61|147|21.11.2016 23:58:18
62|1|21.11.2016 23:58:18
63|32|21.11.2016 23:58:19
63|140|21.11.2016 23:58:19
64|99|21.11.2016 23:58:23
65|87|21.11.2016 23:58:23
66|31|21.11.2016 23:58:24
66|104|21.11.2016 23:58:24
66|127|21.11.2016 23:58:24
67|170|21.11.2016 23:58:25
68|187|21.11.2016 23:58:26
72|133|21.11.2016 23:58:34
75|58|21.11.2016 23:58:41
76|199|21.11.2016 23:58:44
80|82|21.11.2016 23:58:49
81|115|21.11.2016 23:58:50
83|21|21.11.2016 23:58:54
84|151|21.11.2016 23:58:55
85|174|21.11.2016 23:58:57
89|83|21.11.2016 23:59:03
91|55|21.11.2016 23:59:04
93|195|21.11.2016 23:59:06
94|184|21.11.2016 23:59:07
98|38|21.11.2016 23:59:14
98|121|21.11.2016 23:59:14
99|44|21.11.2016 23:59:15
101|2|21.11.2016 23:59:20
102|175|21.11.2016 23:59:20
102|155|21.11.2016 23:59:21
103|168|21.11.2016 23:59:22
109|35|21.11.2016 23:59:33
109|191|21.11.2016 23:59:34
111|43|21.11.2016 23:59:34
114|129|21.11.2016 23:59:42
114|130|21.11.2016 23:59:42
114|28|21.11.2016 23:59:42
118|89|21.11.2016 23:59:55
123|100|22.11.2016 0:00:03
125|79|22.11.2016 0:00:08
126|85|22.11.2016 0:00:08
128|172|22.11.2016 0:00:12
128|200|22.11.2016 0:00:12
131|61|22.11.2016 0:00:15
131|57|22.11.2016 0:00:16
133|53|22.11.2016 0:00:18
135|25|22.11.2016 0:00:19
137|101|22.11.2016 0:00:25
138|27|22.11.2016 0:00:25
139|192|22.11.2016 0:00:26
139|86|22.11.2016 0:00:26
141|26|22.11.2016 0:00:28
143|157|22.11.2016 0:00:31
146|111|22.11.2016 0:00:35
148|137|22.11.2016 0:00:37
152|91|22.11.2016 0:00:41
154|118|22.11.2016 0:00:43
154|90|22.11.2016 0:00:43
155|146|22.11.2016 0:00:43
157|18|22.11.2016 0:00:46
160|39|22.11.2016 0:00:48
160|117|22.11.2016 0:00:48
163|77|22.11.2016 0:00:50
165|169|22.11.2016 0:00:51
167|52|22.11.2016 0:00:55
Начало дня 169, маневрируем с dV = -1,68к КО с номером 110
171|110|22.11.2016 0:01:02
172|16|22.11.2016 0:01:03
173|49|22.11.2016 0:01:04
174|178|22.11.2016 0:01:04
Начало дня 175, маневрируем с dV = -3,60к КО с номером 71
175|71|22.11.2016 0:01:10
177|75|22.11.2016 0:01:11
177|160|22.11.2016 0:01:11
180|23|22.11.2016 0:01:17
181|60|22.11.2016 0:01:17
182|48|22.11.2016 0:01:18
182|64|22.11.2016 0:01:18
184|73|22.11.2016 0:01:20
185|94|22.11.2016 0:01:20
185|182|22.11.2016 0:01:20
186|63|22.11.2016 0:01:21
187|180|22.11.2016 0:01:22
189|4|22.11.2016 0:01:22
191|67|22.11.2016 0:01:26
193|166|22.11.2016 0:01:27
197|171|22.11.2016 0:01:29
198|69|22.11.2016 0:01:30
200|183|22.11.2016 0:01:32
200|51|22.11.2016 0:01:32
204|15|22.11.2016 0:01:36
Начало дня 205, маневрируем с dV = -4,45к КО с номером 74
206|74|22.11.2016 0:01:40
Начало дня 208, маневрируем с dV = -2,10к КО с номером 10
208|10|22.11.2016 0:01:44
Начало дня 211, маневрируем с dV = -0,89к КО с номером 76
212|76|22.11.2016 0:01:48
215|72|22.11.2016 0:01:50
216|30|22.11.2016 0:01:50
Начало дня 217, маневрируем с dV = -3,30к КО с номером 11
218|11|22.11.2016 0:01:54
Начало дня 220, маневрируем с dV = -0,57к КО с номером 203
221|203|22.11.2016 0:01:58
Начало дня 223, маневрируем с dV = -2,35к КО с номером 47
223|47|22.11.2016 0:02:02
228|54|22.11.2016 0:02:06
230|177|22.11.2016 0:02:09
231|98|22.11.2016 0:02:09
231|6|22.11.2016 0:02:09
235|8|22.11.2016 0:02:13
235|3|22.11.2016 0:02:13
Начало дня 238, маневрируем с dV = -1,60к КО с номером 12
238|12|22.11.2016 0:02:17
244|102|22.11.2016 0:02:20
246|131|22.11.2016 0:02:20
Начало дня 247, маневрируем с dV = 0,27к КО с номером 68
248|68|22.11.2016 0:02:23
Начало дня 250, маневрируем с dV = -0,18к КО с номером 128
252|128|22.11.2016 0:02:26
255|97|22.11.2016 0:02:28
258|145|22.11.2016 0:02:30
262|148|22.11.2016 0:02:32
265|165|22.11.2016 0:02:33
Начало дня 268, маневрируем с dV = -4,14к КО с номером 196
268|196|22.11.2016 0:02:36
274|190|22.11.2016 0:02:38
276|50|22.11.2016 0:02:38
279|143|22.11.2016 0:02:40
Начало дня 280, маневрируем с dV = -1,41к КО с номером 96
281|96|22.11.2016 0:02:42
293|144|22.11.2016 0:02:49
301|126|22.11.2016 0:02:53
303|56|22.11.2016 0:02:53
305|167|22.11.2016 0:02:54
313|186|22.11.2016 0:02:57
Начало дня 316, маневрируем с dV = -1,52к КО с номером 124
316|124|22.11.2016 0:02:59
Начало дня 331, маневрируем с dV = -1,13к КО с номером 158
331|158|22.11.2016 0:03:04
Итого сфотографировано: 192 КО
Запас характеристической скорости: 70,81 м/с
