2|40|10.10.2016 10:05:09
2|81|10.10.2016 10:05:09
3|80|10.10.2016 10:05:10
5|78|10.10.2016 10:05:19
6|179|10.10.2016 10:05:22
6|116|10.10.2016 10:05:22
6|204|10.10.2016 10:05:22
8|198|10.10.2016 10:05:34
8|5|10.10.2016 10:05:35
9|188|10.10.2016 10:05:37
9|103|10.10.2016 10:05:37
11|109|10.10.2016 10:05:47
11|9|10.10.2016 10:05:47
11|45|10.10.2016 10:05:47
12|156|10.10.2016 10:05:51
13|113|10.10.2016 10:05:51
13|93|10.10.2016 10:05:52
13|185|10.10.2016 10:05:52
14|176|10.10.2016 10:05:55
14|153|10.10.2016 10:05:56
17|202|10.10.2016 10:06:06
17|59|10.10.2016 10:06:07
19|92|10.10.2016 10:06:13
19|41|10.10.2016 10:06:13
19|42|10.10.2016 10:06:13
22|36|10.10.2016 10:06:25
23|193|10.10.2016 10:06:25
23|70|10.10.2016 10:06:26
24|154|10.10.2016 10:06:28
25|19|10.10.2016 10:06:36
25|120|10.10.2016 10:06:37
27|132|10.10.2016 10:06:41
28|194|10.10.2016 10:06:42
28|181|10.10.2016 10:06:43
29|62|10.10.2016 10:06:44
29|108|10.10.2016 10:06:45
29|123|10.10.2016 10:06:45
30|46|10.10.2016 10:06:46
30|95|10.10.2016 10:06:47
31|20|10.10.2016 10:06:53
31|112|10.10.2016 10:06:53
34|152|10.10.2016 10:06:58
34|34|10.10.2016 10:06:59
34|136|10.10.2016 10:07:00
34|135|10.10.2016 10:07:00
35|173|10.10.2016 10:07:00
36|84|10.10.2016 10:07:02
39|33|10.10.2016 10:07:17
40|119|10.10.2016 10:07:17
40|114|10.10.2016 10:07:18
46|37|10.10.2016 10:07:37
47|22|10.10.2016 10:07:39
48|142|10.10.2016 10:07:40
49|139|10.10.2016 10:07:42
49|107|10.10.2016 10:07:42
50|105|10.10.2016 10:07:44
52|29|10.10.2016 10:07:50
52|106|10.10.2016 10:07:50
53|205|10.10.2016 10:07:52
54|134|10.10.2016 10:07:53
55|138|10.10.2016 10:07:55
56|150|10.10.2016 10:07:56
56|197|10.10.2016 10:07:57
58|125|10.10.2016 10:08:00
58|88|10.10.2016 10:08:01
59|189|10.10.2016 10:08:03
59|141|10.10.2016 10:08:03
60|66|10.10.2016 10:08:04
61|149|10.10.2016 10:08:09
61|147|10.10.2016 10:08:09
62|1|10.10.2016 10:08:10
63|32|10.10.2016 10:08:12
63|140|10.10.2016 10:08:12
64|99|10.10.2016 10:08:17
65|87|10.10.2016 10:08:18
66|31|10.10.2016 10:08:19
66|104|10.10.2016 10:08:19
66|127|10.10.2016 10:08:20
67|170|10.10.2016 10:08:20
68|187|10.10.2016 10:08:22
72|133|10.10.2016 10:08:31
75|58|10.10.2016 10:08:40
76|199|10.10.2016 10:08:45
80|82|10.10.2016 10:08:52
81|115|10.10.2016 10:08:54
83|21|10.10.2016 10:09:00
84|151|10.10.2016 10:09:01
85|174|10.10.2016 10:09:04
89|83|10.10.2016 10:09:13
91|55|10.10.2016 10:09:15
93|195|10.10.2016 10:09:19
94|184|10.10.2016 10:09:20
98|38|10.10.2016 10:09:28
98|121|10.10.2016 10:09:29
99|44|10.10.2016 10:09:30
101|2|10.10.2016 10:09:37
102|175|10.10.2016 10:09:37
102|155|10.10.2016 10:09:38
103|168|10.10.2016 10:09:39
109|35|10.10.2016 10:09:55
109|191|10.10.2016 10:09:55
111|43|10.10.2016 10:09:57
114|129|10.10.2016 10:10:05
114|130|10.10.2016 10:10:05
114|28|10.10.2016 10:10:06
118|89|10.10.2016 10:10:22
123|100|10.10.2016 10:10:32
125|79|10.10.2016 10:10:38
126|85|10.10.2016 10:10:39
128|172|10.10.2016 10:10:44
128|200|10.10.2016 10:10:44
131|61|10.10.2016 10:10:49
131|57|10.10.2016 10:10:50
133|53|10.10.2016 10:10:54
135|25|10.10.2016 10:10:55
137|101|10.10.2016 10:11:02
138|27|10.10.2016 10:11:02
139|192|10.10.2016 10:11:05
139|86|10.10.2016 10:11:05
141|26|10.10.2016 10:11:06
143|157|10.10.2016 10:11:10
146|111|10.10.2016 10:11:15
148|137|10.10.2016 10:11:18
152|91|10.10.2016 10:11:24
154|118|10.10.2016 10:11:26
154|90|10.10.2016 10:11:27
155|146|10.10.2016 10:11:27
157|18|10.10.2016 10:11:31
160|39|10.10.2016 10:11:33
160|117|10.10.2016 10:11:33
163|77|10.10.2016 10:11:37
165|169|10.10.2016 10:11:38
167|52|10.10.2016 10:11:43
Íà÷àëî äíÿ 169, ìàíåâðèðóåì ñ dV = -0,57ê ÊÎ ñ íîìåðîì 102
171|102|10.10.2016 10:11:53
172|122|10.10.2016 10:11:55
172|16|10.10.2016 10:11:55
173|49|10.10.2016 10:11:55
177|75|10.10.2016 10:12:02
179|47|10.10.2016 10:12:06
179|13|10.10.2016 10:12:06
179|110|10.10.2016 10:12:06
183|74|10.10.2016 10:12:12
183|177|10.10.2016 10:12:13
185|94|10.10.2016 10:12:15
188|76|10.10.2016 10:12:19
190|144|10.10.2016 10:12:20
194|69|10.10.2016 10:12:24
197|64|10.10.2016 10:12:29
Íà÷àëî äíÿ 199, ìàíåâðèðóåì ñ dV = 0,37ê ÊÎ ñ íîìåðîì 166
199|166|10.10.2016 10:12:35
Íà÷àëî äíÿ 202, ìàíåâðèðóåì ñ dV = -2,35ê ÊÎ ñ íîìåðîì 171
202|171|10.10.2016 10:12:42
Íà÷àëî äíÿ 205, ìàíåâðèðóåì ñ dV = -0,17ê ÊÎ ñ íîìåðîì 160
206|160|10.10.2016 10:12:50
Íà÷àëî äíÿ 208, ìàíåâðèðóåì ñ dV = -2,26ê ÊÎ ñ íîìåðîì 10
208|10|10.10.2016 10:12:57
208|67|10.10.2016 10:12:57
Íà÷àëî äíÿ 211, ìàíåâðèðóåì ñ dV = 0,83ê ÊÎ ñ íîìåðîì 158
212|158|10.10.2016 10:13:05
Íà÷àëî äíÿ 214, ìàíåâðèðóåì ñ dV = 0,07ê ÊÎ ñ íîìåðîì 148
215|148|10.10.2016 10:13:11
216|72|10.10.2016 10:13:12
218|30|10.10.2016 10:13:15
220|12|10.10.2016 10:13:19
223|48|10.10.2016 10:13:21
226|143|10.10.2016 10:13:23
Íà÷àëî äíÿ 229, ìàíåâðèðóåì ñ dV = -0,48ê ÊÎ ñ íîìåðîì 15
230|15|10.10.2016 10:13:29
Íà÷àëî äíÿ 232, ìàíåâðèðóåì ñ dV = -0,82ê ÊÎ ñ íîìåðîì 68
234|68|10.10.2016 10:13:35
234|56|10.10.2016 10:13:36
234|54|10.10.2016 10:13:36
Íà÷àëî äíÿ 238, ìàíåâðèðóåì ñ dV = -3,96ê ÊÎ ñ íîìåðîì 98
238|98|10.10.2016 10:13:46
243|126|10.10.2016 10:13:52
Íà÷àëî äíÿ 244, ìàíåâðèðóåì ñ dV = 1,34ê ÊÎ ñ íîìåðîì 190
