2|40|25.11.2016 9:29:52
2|81|25.11.2016 9:29:53
3|80|25.11.2016 9:29:53
5|78|25.11.2016 9:30:01
6|179|25.11.2016 9:30:03
6|116|25.11.2016 9:30:03
6|204|25.11.2016 9:30:03
8|198|25.11.2016 9:30:13
8|5|25.11.2016 9:30:14
9|188|25.11.2016 9:30:15
9|103|25.11.2016 9:30:15
11|109|25.11.2016 9:30:24
11|9|25.11.2016 9:30:25
11|45|25.11.2016 9:30:25
12|156|25.11.2016 9:30:27
13|113|25.11.2016 9:30:27
13|93|25.11.2016 9:30:27
13|185|25.11.2016 9:30:28
14|176|25.11.2016 9:30:29
14|153|25.11.2016 9:30:30
17|202|25.11.2016 9:30:39
17|59|25.11.2016 9:30:39
19|92|25.11.2016 9:30:43
19|41|25.11.2016 9:30:43
19|42|25.11.2016 9:30:43
22|36|25.11.2016 9:30:52
23|193|25.11.2016 9:30:53
23|70|25.11.2016 9:30:54
24|154|25.11.2016 9:30:54
25|19|25.11.2016 9:31:14
25|120|25.11.2016 9:31:15
27|132|25.11.2016 9:31:17
28|194|25.11.2016 9:31:18
28|181|25.11.2016 9:31:18
29|62|25.11.2016 9:31:20
29|108|25.11.2016 9:31:21
29|123|25.11.2016 9:31:21
30|46|25.11.2016 9:31:22
30|95|25.11.2016 9:31:22
31|20|25.11.2016 9:31:30
31|112|25.11.2016 9:31:30
34|152|25.11.2016 9:31:34
34|34|25.11.2016 9:31:34
34|136|25.11.2016 9:31:35
34|135|25.11.2016 9:31:35
35|173|25.11.2016 9:31:35
36|84|25.11.2016 9:31:36
39|33|25.11.2016 9:31:53
40|119|25.11.2016 9:31:54
40|114|25.11.2016 9:31:54
46|37|25.11.2016 9:32:11
47|22|25.11.2016 9:32:13
48|142|25.11.2016 9:32:13
49|139|25.11.2016 9:32:14
49|107|25.11.2016 9:32:14
50|105|25.11.2016 9:32:15
52|29|25.11.2016 9:32:19
52|106|25.11.2016 9:32:19
53|205|25.11.2016 9:32:20
54|134|25.11.2016 9:32:21
55|138|25.11.2016 9:32:22
56|150|25.11.2016 9:32:22
56|197|25.11.2016 9:32:22
58|125|25.11.2016 9:32:24
58|88|25.11.2016 9:32:24
59|189|25.11.2016 9:32:25
59|141|25.11.2016 9:32:25
60|66|25.11.2016 9:32:25
61|149|25.11.2016 9:32:29
61|147|25.11.2016 9:32:30
62|1|25.11.2016 9:32:31
63|32|25.11.2016 9:32:32
63|140|25.11.2016 9:32:32
64|99|25.11.2016 9:32:37
65|87|25.11.2016 9:32:39
66|31|25.11.2016 9:32:40
66|104|25.11.2016 9:32:40
66|127|25.11.2016 9:32:41
67|170|25.11.2016 9:32:41
68|187|25.11.2016 9:32:43
72|133|25.11.2016 9:32:52
75|58|25.11.2016 9:33:01
76|199|25.11.2016 9:33:05
80|82|25.11.2016 9:33:12
81|115|25.11.2016 9:33:15
83|21|25.11.2016 9:33:20
84|151|25.11.2016 9:33:21
85|174|25.11.2016 9:33:23
89|83|25.11.2016 9:33:33
91|55|25.11.2016 9:33:35
93|195|25.11.2016 9:33:38
94|184|25.11.2016 9:33:38
98|38|25.11.2016 9:33:49
98|121|25.11.2016 9:33:50
99|44|25.11.2016 9:33:51
101|2|25.11.2016 9:33:59
102|175|25.11.2016 9:34:00
102|155|25.11.2016 9:34:00
103|168|25.11.2016 9:34:02
109|35|25.11.2016 9:34:18
109|191|25.11.2016 9:34:19
111|43|25.11.2016 9:34:21
114|129|25.11.2016 9:34:32
114|130|25.11.2016 9:34:32
114|28|25.11.2016 9:34:32
118|89|25.11.2016 9:34:46
123|100|25.11.2016 9:34:54
125|79|25.11.2016 9:34:59
126|85|25.11.2016 9:34:59
128|172|25.11.2016 9:35:02
128|200|25.11.2016 9:35:02
131|61|25.11.2016 9:35:05
131|57|25.11.2016 9:35:06
133|53|25.11.2016 9:35:09
135|25|25.11.2016 9:35:10
137|101|25.11.2016 9:35:15
138|27|25.11.2016 9:35:16
139|192|25.11.2016 9:35:17
139|86|25.11.2016 9:35:18
141|26|25.11.2016 9:35:19
143|157|25.11.2016 9:35:22
146|111|25.11.2016 9:35:27
148|137|25.11.2016 9:35:29
152|91|25.11.2016 9:35:33
154|118|25.11.2016 9:35:35
154|90|25.11.2016 9:35:36
155|146|25.11.2016 9:35:36
157|18|25.11.2016 9:35:39
160|39|25.11.2016 9:35:41
160|117|25.11.2016 9:35:41
163|77|25.11.2016 9:35:44
165|169|25.11.2016 9:35:45
167|52|25.11.2016 9:35:49
Начало дня 169, маневрируем с dV = -1,68к КО с номером 110
171|110|25.11.2016 9:35:56
172|16|25.11.2016 9:35:58
173|49|25.11.2016 9:35:59
174|178|25.11.2016 9:36:00
Начало дня 175, маневрируем с dV = -3,60к КО с номером 71
175|71|25.11.2016 9:36:07
177|75|25.11.2016 9:36:07
177|160|25.11.2016 9:36:08
180|23|25.11.2016 9:36:14
181|60|25.11.2016 9:36:15
182|48|25.11.2016 9:36:16
182|64|25.11.2016 9:36:16
184|73|25.11.2016 9:36:18
185|94|25.11.2016 9:36:19
185|182|25.11.2016 9:36:19
186|63|25.11.2016 9:36:19
187|180|25.11.2016 9:36:21
189|4|25.11.2016 9:36:21
191|67|25.11.2016 9:36:26
193|166|25.11.2016 9:36:27
197|171|25.11.2016 9:36:30
198|69|25.11.2016 9:36:30
200|183|25.11.2016 9:36:32
200|51|25.11.2016 9:36:32
204|15|25.11.2016 9:36:37
Начало дня 205, маневрируем с dV = -8,32к КО с номером 74
206|74|25.11.2016 9:36:41
209|11|25.11.2016 9:36:43
Начало дня 211, маневрируем с dV = -9,60к КО с номером 10
211|10|25.11.2016 9:36:47
213|72|25.11.2016 9:36:48
216|148|25.11.2016 9:36:51
Начало дня 217, маневрируем с dV = -6,98к КО с номером 12
217|12|25.11.2016 9:36:54
223|144|25.11.2016 9:36:59
228|6|25.11.2016 9:37:04
231|8|25.11.2016 9:37:08
231|68|25.11.2016 9:37:09
232|3|25.11.2016 9:37:09
233|162|25.11.2016 9:37:09
236|131|25.11.2016 9:37:12
241|54|25.11.2016 9:37:16
245|7|25.11.2016 9:37:18
250|97|25.11.2016 9:37:23
Начало дня 253, маневрируем с dV = -6,25к КО с номером 124
253|124|25.11.2016 9:37:26
257|145|25.11.2016 9:37:28
258|47|25.11.2016 9:37:28
261|122|25.11.2016 9:37:32
263|186|25.11.2016 9:37:34
266|126|25.11.2016 9:37:36
267|102|25.11.2016 9:37:36
Начало дня 268, маневрируем с dV = -4,53к КО с номером 56
268|56|25.11.2016 9:37:38
Начало дня 271, маневрируем с dV = -5,54к КО с номером 190
271|190|25.11.2016 9:37:41
Начало дня 274, маневрируем с dV = 0,27к КО с номером 203
276|203|25.11.2016 9:37:44
279|98|25.11.2016 9:37:46
281|96|25.11.2016 9:37:49
Начало дня 283, маневрируем с dV = -7,02к КО с номером 167
285|167|25.11.2016 9:37:51
Начало дня 286, маневрируем с dV = -7,27к КО с номером 50
288|50|25.11.2016 9:37:53
Начало дня 295, маневрируем с dV = -1,42к КО с номером 30
295|30|25.11.2016 9:37:59
300|158|25.11.2016 9:38:00
Начало дня 313, маневрируем с dV = -0,75к КО с номером 196
313|196|25.11.2016 9:38:07
Начало дня 340, маневрируем с dV = -6,87к КО с номером 24
342|24|25.11.2016 9:38:21
Начало дня 343, маневрируем с dV = -7,38к КО с номером 143
345|143|25.11.2016 9:38:22
352|201|25.11.2016 9:38:24
Итого сфотографировано: 193 КО
Запас характеристической скорости: 22,52 м/с
