2|40|25.11.2016 9:50:18
2|81|25.11.2016 9:50:18
3|80|25.11.2016 9:50:19
5|78|25.11.2016 9:50:27
6|179|25.11.2016 9:50:29
6|116|25.11.2016 9:50:29
6|204|25.11.2016 9:50:29
8|198|25.11.2016 9:50:38
8|5|25.11.2016 9:50:38
9|188|25.11.2016 9:50:39
9|103|25.11.2016 9:50:39
11|109|25.11.2016 9:50:46
11|9|25.11.2016 9:50:47
11|45|25.11.2016 9:50:47
12|156|25.11.2016 9:50:49
13|113|25.11.2016 9:50:49
13|93|25.11.2016 9:50:49
13|185|25.11.2016 9:50:49
14|176|25.11.2016 9:50:51
14|153|25.11.2016 9:50:51
17|202|25.11.2016 9:51:00
17|59|25.11.2016 9:51:00
19|92|25.11.2016 9:51:04
19|41|25.11.2016 9:51:05
19|42|25.11.2016 9:51:05
22|36|25.11.2016 9:51:11
23|193|25.11.2016 9:51:11
23|70|25.11.2016 9:51:12
24|154|25.11.2016 9:51:12
25|19|25.11.2016 9:51:17
25|120|25.11.2016 9:51:17
27|132|25.11.2016 9:51:19
28|194|25.11.2016 9:51:19
28|181|25.11.2016 9:51:20
29|62|25.11.2016 9:51:21
29|108|25.11.2016 9:51:21
29|123|25.11.2016 9:51:21
30|46|25.11.2016 9:51:22
30|95|25.11.2016 9:51:22
31|20|25.11.2016 9:51:26
31|112|25.11.2016 9:51:26
34|152|25.11.2016 9:51:29
34|34|25.11.2016 9:51:30
34|136|25.11.2016 9:51:30
34|135|25.11.2016 9:51:30
35|173|25.11.2016 9:51:30
36|84|25.11.2016 9:51:32
39|33|25.11.2016 9:51:43
40|119|25.11.2016 9:51:43
40|114|25.11.2016 9:51:44
46|37|25.11.2016 9:51:59
47|22|25.11.2016 9:52:01
48|142|25.11.2016 9:52:01
49|139|25.11.2016 9:52:03
49|107|25.11.2016 9:52:03
50|105|25.11.2016 9:52:04
52|29|25.11.2016 9:52:08
52|106|25.11.2016 9:52:08
53|205|25.11.2016 9:52:09
54|134|25.11.2016 9:52:10
55|138|25.11.2016 9:52:11
56|150|25.11.2016 9:52:12
56|197|25.11.2016 9:52:12
58|125|25.11.2016 9:52:14
58|88|25.11.2016 9:52:14
59|189|25.11.2016 9:52:16
59|141|25.11.2016 9:52:16
60|66|25.11.2016 9:52:16
61|149|25.11.2016 9:52:19
61|147|25.11.2016 9:52:20
62|1|25.11.2016 9:52:20
63|32|25.11.2016 9:52:21
63|140|25.11.2016 9:52:21
64|99|25.11.2016 9:52:25
65|87|25.11.2016 9:52:25
66|31|25.11.2016 9:52:26
66|104|25.11.2016 9:52:26
66|127|25.11.2016 9:52:26
67|170|25.11.2016 9:52:27
68|187|25.11.2016 9:52:28
72|133|25.11.2016 9:52:36
75|58|25.11.2016 9:52:44
76|199|25.11.2016 9:52:47
80|82|25.11.2016 9:52:52
81|115|25.11.2016 9:52:53
83|21|25.11.2016 9:52:57
84|151|25.11.2016 9:52:58
85|174|25.11.2016 9:53:00
89|83|25.11.2016 9:53:05
